Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house,Genres,Rating,Combined
JUN,21.0,enemmy,Ashu Trikha,"Mithun Chakraborty, Sunil Shetty, Mahakshay Chakraborty, Kay Kay Menon, Johnny Lever, Mahesh Manjrekar, Yuvika Chaudhary[58]",Action,2013,,,,Action Crime Drama Thriller,5.0,ashu trikha mithun chakraborty sunil shetty mahakshay chakraborty kay kay menon johnny lever mahesh manjrekar yuvika chaudhary[58] action crime drama thriller
JUN,21.0,shortcut romeo,Susi Ganeshan,"Neil Nitin Mukesh, Ameesha Patel, Puja Gupta[59]",Romantic Thriller,2013,,,,Action Crime Drama Thriller,2.4,susi ganeshan neil nitin mukesh ameesha patel puja gupta[59] action crime drama thriller
JUN,28.0,ghanchakkar,Rajkumar Gupta,"Emraan Hashmi, Vidya Balan, Rajesh Sharma[60]",Comedy/Thriller,2013,,,,Comedy Crime Thriller,5.8,rajkumar gupta emraan hashmi vidya balan rajesh sharma[60] comedy crime thriller
JUL,5.0,lootera,Vikramaditya Motwane,"Ranveer Singh, Sonakshi Sinha[61]","Romance, Thriller",2013,,,,Drama Romance,7.3,vikramaditya motwane ranveer singh sonakshi sinha[61] drama romance
JUL,5.0,policegiri,K. S. Ravikumar,"Sanjay Dutt, Prakash Raj, Om Puri, Prachi Desai[62]",Action,2013,,,,Action Comedy,4.1,k. s. ravikumar sanjay dutt prakash raj om puri prachi desai[62] action comedy
JUL,12.0,bhaag milkha bhaag,Rakeysh Omprakash Mehra,"Farhan Akhtar, Sonam Kapoor, Divya Dutta, Pawan Malhotra[63]",Biographical,2013,,,,Biography Drama Sport,8.2,rakeysh omprakash mehra farhan akhtar sonam kapoor divya dutta pawan malhotra[63] biography drama sport
JUL,12.0,sixteen,Raj Purohit,"Izabelle Leite, Darshan Jariwala, Wamiqa Gabbi, Highphill Mathew, Rohan Mehra[64]",Drama,2013,,,,Drama Romance Thriller,6.3,raj purohit izabelle leite darshan jariwala wamiqa gabbi highphill mathew rohan mehra[64] drama romance thriller
JUL,12.0,b.a. pass,Ajay Bahl,"Shilpa Shukla, Shadab Kamal, Rajesh Sharma[65]",Drama,2013,,,,Drama,,ajay bahl shilpa shukla shadab kamal rajesh sharma[65] drama
JUL,12.0,boyss toh boyss hain,Amit Vats,"Raj Kumar Yadav, Anshuman Jha, Divya Dutta, Sharat Saxena, Dhruv Ganesh, Aarya Kumar[66]",Comedy,2013,,,,Comedy,6.8,amit vats raj kumar yadav anshuman jha divya dutta sharat saxena dhruv ganesh aarya kumar[66] comedy
JUL,19.0,ramaiya vastavaiya,Prabhudeva,"Girish Kumar, Shruti Haasan[67]",Rom-Com,2013,,,,Action Drama Romance,5.7,prabhudeva girish kumar shruti haasan[67] action drama romance
JUL,19.0,d day,Nikhil Advani,"Arjun Rampal, Rishi Kapoor, Shruti Haasan, Irrfan Khan, Huma Qureshi[68]","Action, Drama",2013,,,,Action Thriller,7.2,nikhil advani arjun rampal rishi kapoor shruti haasan irrfan khan huma qureshi[68] action thriller
JUL,19.0,ship of theseus,Anand Gandhi,"Aida Al-Khashef, Niraj Kabi, Sohum Shah, Vinay Shukla[69]",Experimental,2013,,,,Experimental,,anand gandhi aida al- khashef niraj kabi sohum shah vinay shukla[69] experimental
JUL,26.0,issaq,Manish Tiwary,"Prateik Babbar, Amyra Dastur, Rajeshwari Sachdev, Evelyn Sharma, Ravi Kishan, Makarand Deshpande[70]","Romance, Drama",2013,,,,Drama Romance,4.5,manish tiwary prateik babbar amyra dastur rajeshwari sachdev evelyn sharma ravi kishan makarand deshpande[70] drama romance
JUL,26.0,bajatey raho,Shashant Shah,"Vinay Pathak, Ranvir Shorey, Ravi Kishan, Dolly Ahluwalia[71]",Comedy,2013,,,,Comedy Drama Thriller,5.3,shashant shah vinay pathak ranvir shorey ravi kishan dolly ahluwalia[71] comedy drama thriller
JUL,26.0,luv u soniyo,Joe Rajan,"Tanuj Virwani, Neha Hinge[72]",Romance,2013,,,,Romance,,joe rajan tanuj virwani neha hinge[72] romance
JUL,26.0,nasha,Amit Saxena,"Poonam Pandey, Shivam, Ranbir Chakma[73]","Erotic, Thriller",2013,,,,Drama Thriller,3.2,amit saxena poonam pandey shivam ranbir chakma[73] drama thriller
AUG,2.0,rabba main kya karoon,Amrit Sagar Chopra,"Arshad Warsi, Akash Chopra, Paresh Rawal[74]",Comedy,2013,,,,Comedy Romance,4.3,amrit sagar chopra arshad warsi akash chopra paresh rawal[74] comedy romance
AUG,2.0,chor chor super chor,K. Rajesh,"Deepak Dobriyal, Anshul Kataria, Priya Bathija, Paru Uma[75]",Comedy,2013,,,,Comedy Drama Thriller,6.7,k. rajesh deepak dobriyal anshul kataria priya bathija paru uma[75] comedy drama thriller
AUG,2.0,calapor,Dinesh P. Bhonsle,"Rituparna Sengupta, Priyanshu Chatterjee, Raghubir Yadav, Harsh Chhaya[76]","Thriller, Drama",2013,,,,Drama,5.2,dinesh p. bhonsle rituparna sengupta priyanshu chatterjee raghubir yadav harsh chhaya[76] drama
AUG,2.0,love in bombay,Joy Mukherjee,"Joy Mukherjee, Waheeda Rehman, Rehman, Ashok Kumar[77]",Romance,2013,,,,Romance,,joy mukherjee joy mukherjee waheeda rehman rehman ashok kumar[77] romance
AUG,9.0,chennai express,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone[78]","Comedy, Action",2013,,,,Action Comedy,6.0,rohit shetty shah rukh khan deepika padukone[78] action comedy
AUG,15.0,once upon ay time in mumbai dobaara!,Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Mahesh Manjrekar[79]","Crime, Romance",2013,,,,Action Crime Drama,4.6,milan luthria akshay kumar imran khan sonakshi sinha sonali bendre mahesh manjrekar[79] action crime drama
AUG,23.0,madras cafe,Shoojit Sircar,"John Abraham, Nargis Fakhri","Drama, Spy",2013,,,,Action Drama Thriller,7.7,shoojit sircar john abraham nargis fakhri action drama thriller
AUG,30.0,satyagraha,Prakash Jha,"Amitabh Bachchan, Ajay Devgn, Kareena Kapoor, Arjun Rampal, Amrita Rao, Manoj Bajpai[80]",Political Thriller,2013,,,,Drama,5.9,prakash jha amitabh bachchan ajay devgn kareena kapoor arjun rampal amrita rao manoj bajpai[80] drama
SEP,6.0,zanjeer,Apoorva Lakhia,"Ram Charan, Priyanka Chopra, Sanjay Dutt, Mahie Gill, Prakash Raj, Atul Kulkarni[81]","Action, Thriller",2013,,,,Action Drama,3.2,apoorva lakhia ram charan priyanka chopra sanjay dutt mahie gill prakash raj atul kulkarni[81] action drama
SEP,6.0,shuddh desi romance,Maneesh Sharma,"Sushant Singh Rajput, Parineeti Chopra, Vaani Kapoor, Rishi Kapoor[82]",Romance,2013,,,,Drama Romance,5.8,maneesh sharma sushant singh rajput parineeti chopra vaani kapoor rishi kapoor[82] drama romance
SEP,7.0,siddharth,Richie Mehta,Rajesh Tailang,Drama,2013,,,,Drama,7.3,richie mehta rajesh tailang drama
SEP,13.0,grand masti,Indra Kumar,"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Karishma Tanna, Manjari Phadnis, Bruna Abdullah, Kainaat Arora[83]",Adult Comedy,2013,,,,Comedy Drama Romance,4.4,indra kumar riteish deshmukh vivek oberoi aftab shivdasani karishma tanna manjari phadnis bruna abdullah kainaat arora[83] comedy drama romance
SEP,13.0,john day,Ahishor Solomon,"Naseeruddin Shah, Randeep Hooda[84]",Thriller,2013,,,,Drama,5.6,ahishor solomon naseeruddin shah randeep hooda[84] drama
SEP,13.0,horror story,Ayush Raina,"Karan Kundra, Nishant Malkani, Ravish Desai, Hasan Zaidi, Sheetal Singh, Aparna Bajpai, Radhika Menon, Nandini Vaid[85]",Horror,2013,,,,Horror,4.2,ayush raina karan kundra nishant malkani ravish desai hasan zaidi sheetal singh aparna bajpai radhika menon nandini vaid[85] horror
SEP,20.0,phata poster nikhla hero,Rajkumar Santoshi,"Shahid Kapoor, Ileana D'Cruz, Parul Yadav, Padmini Kolhapure, Darshan Jariwala[86]","Rom Com, Action",2013,,,,Action Comedy,4.8,rajkumar santoshi shahid kapoor ileana d' cruz parul yadav padmini kolhapure darshan jariwala[86] action comedy
SEP,20.0,the lunchbox,Ritesh Batra,"Irrfan Khan, Nawazuddin Siddiqui, Bharati Achrekar[87]",Drama,2013,,,,Drama Romance,7.8,ritesh batra irrfan khan nawazuddin siddiqui bharati achrekar[87] drama romance
SEP,27.0,warning,Gurmmeet Singh,"Santosh Barmola, Suzana Rodrigues, Manjari Fadnis, Varun Sharma, Jitin Gulati, Sumit Suri, Madhurima Tuli[88]",Thriller,2013,,,,Adventure Thriller,4.8,gurmmeet singh santosh barmola suzana rodrigues manjari fadnis varun sharma jitin gulati sumit suri madhurima tuli[88] adventure thriller
SEP,27.0,maazii,Jaideep Chopra,"Sumeet Nijhawan, Mona Wasu, Pankaj Tripathi, Mohd. Zeeshan Ayyub, Manish Chaudhary[89]",Suspense Thriller,2013,,,,Thriller,6.3,jaideep chopra sumeet nijhawan mona wasu pankaj tripathi mohd. zeeshan ayyub manish chaudhary[89] thriller
SEP,27.0,prague,Ashish R Shukla,"Chandan Roy Sanyal, Elena Kazan, Arfi Lamba, Kumar Mayank[90]","Psychological Thriller, Romance",2013,,,,Horror Mystery Romance Thriller,5.8,ashish r shukla chandan roy sanyal elena kazan arfi lamba kumar mayank[90] horror mystery romance thriller
SEP,27.0,super model,Navin Batra,"Veena Malik, Ashmit Patel, Jackie Shroff[91]",Drama,2013,,,,Drama Mystery Romance,2.0,navin batra veena malik ashmit patel jackie shroff[91] drama mystery romance
OCT,2.0,besharam,Abhinav Kashyap,"Ranbir Kapoor, Pallavi Sharda, Rishi Kapoor, Neetu Singh[92]",Comedy/Action,2013,,,,Action Comedy Romance,3.6,abhinav kashyap ranbir kapoor pallavi sharda rishi kapoor neetu singh[92] action comedy romance
OCT,11.0,war chhod na yaar,Faraz Haider,"Sharman Joshi, Javed Jaffrey, Soha Ali Khan, Sanjay Mishra[93]",War comedy,2013,,,,Comedy War,5.5,faraz haider sharman joshi javed jaffrey soha ali khan sanjay mishra[93] comedy war
OCT,11.0,baat bann gayi,Shuja Ali,"Ali Fazal, Gulshan Grover, Anisa[94]",Comedy,2013,,,,Comedy Romance,5.2,shuja ali ali fazal gulshan grover anisa[94] comedy romance
OCT,11.0,ek thee sanam,Monish Kaushal,"Nisha Triloki, Rajender Thakur, Gopal Thakur[95]",Drama,2013,,,,Drama,,monish kaushal nisha triloki rajender thakur gopal thakur[95] drama
OCT,11.0,paapi - ek satya katha,Aziz Sejawal,"Arya Babbar, Prosenjit Chatterjee, Sayantika Banerjee, Pooja Bharti, Rajesh Sharma, Harish Patel[96]",Crime,2013,,,,Crime,3.9,aziz sejawal arya babbar prosenjit chatterjee sayantika banerjee pooja bharti rajesh sharma harish patel[96] crime
OCT,16.0,boss,Anthony D'Souza,"Akshay Kumar, Mithun Chakraborty, Danny Denzongpa, Ronit Roy, Aditi Rao Hydari, Shiv Panditt, Johny Lever[97]",Masala,2013,,,,Action,5.1,anthony d' souza akshay kumar mithun chakraborty danny denzongpa ronit roy aditi rao hydari shiv panditt johny lever[97] action
OCT,18.0,shahid,Hansal Mehta,"Rajkummar Rao, Tigmanshu Dhulia, Kay Kay Menon, Prabal Panjabi[98]",Drama/Biography,2013,,,,Game-Show,7.4,hansal mehta rajkummar rao tigmanshu dhulia kay kay menon prabal panjabi[98] game- show
OCT,25.0,wake up india,Babloo Seshadri,"Chirag Patil, Sai Tamhankar, Manoj Joshi, Aanjjan Srivastav, Mukesh Tiwari, Mohan Joshi, Milind Gunaji, Anant Jog, Adi Irani, Mushtaq Khan, Atul Parchure, Asrani, Anjula Singh Mahor[99]",Political/Drama,2013,,,,Drama,6.4,babloo seshadri chirag patil sai tamhankar manoj joshi aanjjan srivastav mukesh tiwari mohan joshi milind gunaji anant jog adi irani mushtaq khan atul parchure asrani anjula singh mahor[99] drama
OCT,25.0,amdavad junction,Apurv Bajpai,"Rohan Jardosh, Saurabh Singh, Gunjan Vyas, Touqeer Khan, Ishita Salot, Devendra Trivedi, Hitesh Patel, Swapna Nair[100]",Crime/Drama,2013,,,,Mystery,4.6,apurv bajpai rohan jardosh saurabh singh gunjan vyas touqeer khan ishita salot devendra trivedi hitesh patel swapna nair[100] mystery
OCT,25.0,dilli gang,Ashish Tyagi,"Darshan Jariwala, Neena Kulkarni, Yashpal Sharma, Amir Dalvi, Asif Basra, Asif Ali[101]",Crime,2013,,,,Thriller,,ashish tyagi darshan jariwala neena kulkarni yashpal sharma amir dalvi asif basra asif ali[101] thriller
OCT,25.0,mickey virus,Saurabh Varma,"Manish Paul, Elli Avram, Varun Badola, Manish Chaudhary, Puja Gupta[102]",Comedy/Thriller,2013,,,,Comedy Thriller,6.0,saurabh varma manish paul elli avram varun badola manish chaudhary puja gupta[102] comedy thriller
OCT,25.0,ishk actually,Anish Khanna,"Rajeev Khandelwal, Rayo Bakhirta, Neha Ahuja, Ann Mitchai, Neha Ghelot, Siddharth Van Shipley[103]",Romance,2013,,,,Romance,2.6,anish khanna rajeev khandelwal rayo bakhirta neha ahuja ann mitchai neha ghelot siddharth van shipley[103] romance
OCT,25.0,sooper se ooper,Shekhar Ghosh,"Vir Das, Kirti Kulhari, Gulshan Grover, Deepak Dobriyal, Yashpal Sharma[104]",Comedy,2013,,,,Comedy,4.4,shekhar ghosh vir das kirti kulhari gulshan grover deepak dobriyal yashpal sharma[104] comedy
NOV,1.0,krrish 3,Rakesh Roshan,"Hrithik Roshan, Priyanka Chopra, Kangana Ranaut, Vivek Oberoi[105]",Superhero,2013,,,,Action Sci-Fi,5.2,rakesh roshan hrithik roshan priyanka chopra kangana ranaut vivek oberoi[105] action sci- fi
NOV,8.0,satya 2,Ram Gopal Varma,"Puneet Singh Ratn, Anaika Soti,[106] Mahesh Thakur, Aradhna Gupta,[107][108] Raj Premi, Vikram Singh[109]",Crime,2013,,,,Action Crime Drama,5.9,ram gopal varma puneet singh ratn anaika soti[106] mahesh thakur aradhna gupta[107][108] raj premi vikram singh[109] action crime drama
NOV,15.0,rajjo,Vishwas Patil,"Kangana Ranaut, Paras Arora, Mahesh Manjrekar, Prakash Raj, Jaya Prada",Romance,2013,,,,Drama Romance,2.4,vishwas patil kangana ranaut paras arora mahesh manjrekar prakash raj jaya prada drama romance
NOV,15.0,goliyon ki raasleela ram-leela,Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Richa Chadda, Supriya Pathak[110]",Romance/Drama,2013,,,,Drama Musical Romance,6.4,sanjay leela bhansali ranveer singh deepika padukone richa chadda supriya pathak[110] drama musical romance
NOV,22.0,gori tere pyaar mein,Punit Malhotra,"Imran Khan, Kareena Kapoor, Shraddha Kapoor, Anupam Kher[111]",Romance/Comedy,2013,,,,Comedy Drama Romance,4.9,punit malhotra imran khan kareena kapoor shraddha kapoor anupam kher[111] comedy drama romance
NOV,22.0,singh saab the great,Anil Sharma,"Sunny Deol, Amrita Rao, Johny Lever, Urvashi Rautela[112]",Action,2013,,,,Action Drama,5.7,anil sharma sunny deol amrita rao johny lever urvashi rautela[112] action drama
NOV,29.0,bullett raja,Tigmanshu Dhulia,"Saif Ali Khan, Sonakshi Sinha, Jimmy Sheirgill, Vidyut Jamwal, Chunky Pandey[113]",Comedy/Crime/Romance,2013,,,,Action Crime Drama,5.0,tigmanshu dhulia saif ali khan sonakshi sinha jimmy sheirgill vidyut jamwal chunky pandey[113] action crime drama
DEC,6.0,r... rajkumar,Prabhudeva,"Shahid Kapoor, Sonakshi Sinha, Sonu Sood, Asrani, Ashish Vidyarthi[114]",Action/Romance,2013,,,,Action Romance,5.2,prabhudeva shahid kapoor sonakshi sinha sonu sood asrani ashish vidyarthi[114] action romance
DEC,13.0,jackpot,Kaizad Gustad,"Sachiin J Joshi, Naseeruddin Shah, Sunny Leone[115]",Thriller/Comedy,2013,,,,Comedy Thriller,2.0,kaizad gustad sachiin j joshi naseeruddin shah sunny leone[115] comedy thriller
DEC,13.0,what the fish,Gurmmet Singh,"Dimple Kapadia, Manu Rishi, Manjot Singh, Anand Tiwari",Drama,2013,,,,Adventure Comedy Drama,5.1,gurmmet singh dimple kapadia manu rishi manjot singh anand tiwari adventure comedy drama
DEC,20.0,dhoom 3,Vijay Krishna Acharya,"Aamir Khan, Abhishek Bachchan, Katrina Kaif, Uday Chopra, Jackie Shroff",Action,2013,,,,Action Thriller,5.4,vijay krishna acharya aamir khan abhishek bachchan katrina kaif uday chopra jackie shroff action thriller
JAN,3.0,mr joe b. carvalho,Samir Tiwari,"Arshad Warsi, Soha Ali Khan, Javed Jaffrey, Vijay Raaz",Comedy,2014,[12],,,Action Comedy Mystery,3.6,samir tiwari arshad warsi soha ali khan javed jaffrey vijay raaz action comedy mystery
JAN,3.0,sholay 3d,Ramesh Sippy,"Dharmendra, Amitabh Bachchan, Hema Malini, Jaya Bhaduri, Sanjeev Kumar, Amjad Khan, A.K. Hangal",Action/Adventure,2014,[13],,,Animation,,ramesh sippy dharmendra amitabh bachchan hema malini jaya bhaduri sanjeev kumar amjad khan a. k. hangal animation
JAN,10.0,dedh ishqiya,Abhishek Chaubey,"Naseeruddin Shah, Arshad Warsi, Madhuri Dixit, Huma Qureshi",Black Comedy/Thriller,2014,[14],,,Comedy Drama Romance Thriller,7.1,abhishek chaubey naseeruddin shah arshad warsi madhuri dixit huma qureshi comedy drama romance thriller
JAN,10.0,yaariyan,Divya Khosla Kumar,"Himansh Kohli, Shreyas Pardiwalla, Dev Sharma, Nicole Faria, Rakul Preet Singh",Romance,2014,[15],,,Drama Romance,2.7,divya khosla kumar himansh kohli shreyas pardiwalla dev sharma nicole faria rakul preet singh drama romance
JAN,17.0,karle pyaar karle,Rajesh Pandey,"Shiv Darshan, Hasleen Kaur",Romance,2014,[16],,,Action Romance,2.8,rajesh pandey shiv darshan hasleen kaur action romance
JAN,17.0,miss lovely,Ashim Ahluwalia,"Nawazuddin Siddiqui, Niharika Singh",Drama,2014,[17],,,Drama,,ashim ahluwalia nawazuddin siddiqui niharika singh drama
JAN,17.0,om-dar-b-dar,Kamal Swaroop,"Aditya Lakhia, Manish Gupta, Anita Kanwar, Gopi Desai",Experimental,2014,[18],,,Experimental,,kamal swaroop aditya lakhia manish gupta anita kanwar gopi desai experimental
JAN,17.0,paranthe wali gali,Sachin Gupta,"Anuj Saxena, Neha Pawar, Mohinder Gujral, Vijayant Kohli, Himanshu Thakkar, Yuvraj Haral",Romantic comedy,2014,[19],,,Drama Romance,5.0,sachin gupta anuj saxena neha pawar mohinder gujral vijayant kohli himanshu thakkar yuvraj haral drama romance
JAN,17.0,strings of passion,Sanghamitra Chaudhari,"Zeenat Aman, Indrani Haldar, Shubh Mukherjee, Rajesh Sharma",Drama,2014,[20],,,Drama,6.8,sanghamitra chaudhari zeenat aman indrani haldar shubh mukherjee rajesh sharma drama
JAN,24.0,jai ho,Sohail Khan,"Salman Khan, Daisy Shah, Tabu, Sana Khan, Danny Denzongpa, Mohnish Behl, Vatsal Seth, Suniel Shetty, Genelia D'Souza",Action - comedy,2014,[21],,,Action Drama,5.1,sohail khan salman khan daisy shah tabu sana khan danny denzongpa mohnish behl vatsal seth suniel shetty genelia d' souza action drama
JAN,31.0,one by two,Devika Bhagat,"Abhay Deol, Preeti Desai, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Lilette Dubey, Anish Trivedi",Romance/Comedy,2014,[22],,,Comedy Drama Romance,4.2,devika bhagat abhay deol preeti desai rati agnihotri jayant kripalani darshan jariwala lilette dubey anish trivedi comedy drama romance
FEB,7.0,babloo happy hai,Nila Madhab Panda,"Sahil Anand, Erica Fernandes, Preet Kamal, Sumit Suri, Amol Parashar, Reyhna Malhotra, Parvin Dabas, Anu Choudhury, Pooja Tawde, Khusbhoo Purohit, Mika Singh",Comedy,2014,[23],,,Comedy Drama Romance,6.8,nila madhab panda sahil anand erica fernandes preet kamal sumit suri amol parashar reyhna malhotra parvin dabas anu choudhury pooja tawde khusbhoo purohit mika singh comedy drama romance
FEB,7.0,hasee toh phasee,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma",Romance/Comedy,2014,[24],,,Comedy Romance,6.8,vinil mathew sidharth malhotra parineeti chopra adah sharma comedy romance
FEB,7.0,heartless,Shekhar Suman,"Adhyayan Suman, Ariana Ayam, Om Puri, Deepti Naval, Madan Jain, Shekhar Suman",Thriller,2014,[25],,,Drama Family Romance Thriller,5.1,shekhar suman adhyayan suman ariana ayam om puri deepti naval madan jain shekhar suman drama family romance thriller
FEB,7.0,ya rab,Hasnain Hyderabadwala,"Manzar Sehbai, Ajaz Khan, Akhilendra Mishra, Raju Kher, Kishori Shahane, Vikram Singh",Drama/Social,2014,[26],,,Action Crime Drama,6.1,hasnain hyderabadwala manzar sehbai ajaz khan akhilendra mishra raju kher kishori shahane vikram singh action crime drama
FEB,14.0,gunday,Ali Abbas Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra, Irrfan Khan",Action,2014,[27],,,Action Drama Romance,2.4,ali abbas zafar ranveer singh arjun kapoor priyanka chopra irrfan khan action drama romance
FEB,14.0,kaho na kaho,Sanjay Niranjan,"Sikandar, Roshni, Raja",Social,2014,[28],,,Social,,sanjay niranjan sikandar roshni raja social
FEB,21.0,darr @ the mall,Pawan Kripalani,"Jimmy Sheirgill, Nushrat Bharucha, Arif Zakaria, Asif Basra, Nivedita Bhattacharya",Horror,2014,[29],,,Horror Thriller,4.9,pawan kripalani jimmy sheirgill nushrat bharucha arif zakaria asif basra nivedita bhattacharya horror thriller
FEB,21.0,dee saturday night,Jay Prakash,"Prashant Narayanan, Arif Zakaria, Aman Verma, Mahi Khanduri, Gaurav Dixit, Nazneen Patel",Drama,2014,[30],,,Drama,,jay prakash prashant narayanan arif zakaria aman verma mahi khanduri gaurav dixit nazneen patel drama
FEB,21.0,gulabi gang,Nishtha Jain,Sampat Pal Devi,Documentary,2014,[31],,,Documentary,,nishtha jain sampat pal devi documentary
FEB,21.0,highway,Imtiaz Ali,"Randeep Hooda, Alia Bhatt",Drama/Romance,2014,[32],,,Crime Drama Romance,7.6,imtiaz ali randeep hooda alia bhatt crime drama romance
FEB,21.0,karar: the deal,Sabir,"Tarun Arora, Mahek Chahal, Jyothi Rana",Thriller,2014,[33],,,Thriller,4.2,sabir tarun arora mahek chahal jyothi rana thriller
FEB,21.0,pyar ka live show,Shailendra Singh Rajput,"Ishrat Ali, Rudraksh Pundhir, Rajni Mehta, Upasana Singh, Mushtaq Khan, Adi Irani, Shiva Rindan",Drama,2014,[34],,,Drama,,shailendra singh rajput ishrat ali rudraksh pundhir rajni mehta upasana singh mushtaq khan adi irani shiva rindan drama
FEB,21.0,the dark secrets of tonhi,Shiraz Henry,"Natasha Sikka, J. Brandon Hill, Alex Peters, Smitha Siah, Priyanka Joshi",Drama/Action,2014,[35],,,Drama/Action,,shiraz henry natasha sikka j. brandon hill alex peters smitha siah priyanka joshi drama/ action
FEB,28.0,anuradha,Raju Mavani,"Sachin Khedekar, Smita Jaykar, Disha Choudhary, Shagun Sharma, Rahul Jain, Manoj Joshi, Kishori Shahane, Hrishitaa Bhatt, Aakash Sharma, Raju Mavani, Ganesh Acharya, Manoj Tiwari, Prashant Upadhyay",Drama,2014,[36],,,Drama,,raju mavani sachin khedekar smita jaykar disha choudhary shagun sharma rahul jain manoj joshi kishori shahane hrishitaa bhatt aakash sharma raju mavani ganesh acharya manoj tiwari prashant upadhyay drama
